GeneName	HJV5JBCXX_PR0478_01A0202	HJV5JBCXX_PR0478_02A0403	HJV5JBCXX_PR0478_03A1105	HJV5JBCXX_PR0478_04A1206
Bbc3	411	449	398	464
Trove2	241	412	627	648
Ggta1	686	516	616	763
Cct8	6859	8384	7046	7765
Olfr898	0	0	0	0
Cct2	4299	4819	4913	5277
Cct3	4811	6831	4630	5494
Olfr891	0	0	0	0
Olfr890	0	0	0	0
Cct7	9229	10064	8944	10776
Cct4	9310	10899	8879	9856
Cct5	11271	12677	11892	14398
Cmbl	0	2	3	17
Fam129a	1273	960	1256	1511
Vwce	0	0	0	0
Fam129c	106	107	120	97
Fam129b	516	415	624	551
Tm4sf19	0	0	0	0
1700084M14Rik	0	0	0	0
4930480K23Rik	27	33	52	97
6430706D22Rik	0	0	0	0
Pip5kl1	0	0	0	0
Vamp1	117	122	122	126
Vamp3	991	993	1247	1294
Vamp2	682	674	945	1033
Vamp5	387	428	361	402
Vamp4	1129	1431	1436	1592
Vamp7	0	0	0	0
Vamp8	2291	2197	2494	2738
Gimap8	5580	4956	5842	6738
Gimap9	3573	4063	3985	4624
Gimap4	28184	32295	36209	46300
Gimap5	3279	3574	3617	4241
Gimap6	30611	31792	32497	36582
Gimap7	6958	8404	7345	11527
1700029N11Rik	0	0	0	0
Gimap1	11884	11758	11969	12553
Gimap3	42940	44450	49887	59780
Gm13290	0	0	0	0
Kcnd3	0	0	0	0
Kcnd2	0	0	0	0
B830017H08Rik	0	0	0	0
Sec14l3	1	0	0	0
Nbl1	0	9	0	0
Sec14l1	703	1098	778	864
Sec14l5	0	0	0	0
4921533I20Rik	0	0	0	0
Etnppl	0	0	0	0
Cecr2	0	0	0	0
Cecr5	3165	3083	3556	3220
Cecr6	3	0	17	6
Gm5512	7	7	2	5
Tmem30a	7891	8882	8472	8090
Tmem30c	0	0	1	0
Tmem30b	20	21	0	0
Lman2l	1023	1519	656	867
Hdgfrp2	2402	2371	2792	2349
Hdgfrp3	2056	1799	1529	2439
Crot	5681	5243	6162	5418
9930014A18Rik	32	69	74	93
Cfap74	30	42	21	28
Krt81	0	0	0	0
Foxn4	2	0	0	0
Gm20816	0	0	0	0
Foxn1	0	0	0	0
Foxn2	2188	2672	2190	3187
Foxn3	2978	3781	3319	3654
Gm94	0	0	0	0
Dmbx1	0	0	1	0
Cyp51	784	649	587	837
Paxip1	1977	2250	2361	2360
Atn1	726	775	524	744
Gm11780	0	0	0	0
6530403H02Rik	0	0	2	0
Pax9	0	0	0	0
Katnb1	2167	2062	2040	2707
Igsf23	0	0	0	0
2810408I11Rik	17	13	22	13
Igsf21	0	0	0	0
4930452B06Rik	0	0	0	0
Nit2	504	414	567	577
Nit1	373	342	438	377
5730455P16Rik	506	392	769	876
Odc1	1242	1187	1349	1309
Ppp1r3fos	2	18	6	0
Inpp1	1783	2016	1979	1961
Dgat1	1500	1036	1328	1315
Dgat2	0	7	23	0
Cckbr	0	0	0	0
Mat2a	6873	8721	8102	8571
Mat2b	8674	9910	8999	9669
Grin2b	0	0	1	0
Grin2c	0	0	0	0
2310034C09Rik	0	0	0	0
Grin2a	0	0	0	0
Grin2d	3	20	60	32
Fam189a2	1	0	0	0
Fam189a1	0	0	0	5
Ctxn3	0	0	1	0
Tmem120b	203	104	144	126
Tmem120a	999	1386	1205	1156
Csrp1	652	517	705	827
Csrp3	0	0	0	0
Csrp2	5	5	6	6
Gm9159	10	10	14	6
Lurap1	4	4	1	9
Acadsb	1118	1239	1532	1232
Podxl2	0	0	0	0
Wasf1	11	3	6	0
Wasf2	2276	2408	2525	2535
Wasf3	0	0	0	0
D330050G23Rik	0	0	0	0
Srgap3	293	349	400	383
Srgap2	2062	1418	2502	1904
BC100451	0	0	5	0
Gbgt1	0	0	0	0
C9	1	0	1	5
C3	0	0	0	89
C2	9	0	1	0
C7	0	0	0	0
C6	0	0	14	2
Mcur1	1611	1893	1833	2527
Uty	0	2396	1	2532
Cebpzos	404	425	527	514
Ftl1	9118	9185	9124	11681
Cs	6383	6116	7061	8176
Cp	82	52	50	19
Cenpo	551	499	579	547
Rrbp1	1046	952	1203	1248
Krba1	775	738	595	779
Twist1	0	0	0	0
Twist2	0	0	0	0
Cd4	0	0	0	0
Cd5	2316	2997	2154	2990
Cd6	8399	10954	8926	11875
Cd7	6514	7999	5183	7845
Cd2	14408	15920	15058	18386
Cd9	768	953	540	935
6330549D23Rik	20	28	33	16
Dnm1	0	0	0	0
Dnm3	0	0	5	0
Dnm2	11745	13392	12911	13390
Ict1	1651	1637	1706	2144
Cda	0	0	1	0
Wfdc11	0	0	0	0
Wfdc10	0	0	0	0
Wfdc13	0	0	0	0
Wfdc12	0	0	0	0
Wfdc17	0	1	4	47
Wfdc16	0	0	0	0
Wfdc18	0	0	0	0
Vopp1	3013	3006	3271	3847
Tmbim7	0	0	2	0
Tmbim6	8462	9366	10567	10853
Tmbim4	1088	950	1292	1346
Tmbim1	690	506	533	659
Rhox4e	0	0	0	0
Rhox4d	0	0	0	0
Rhox4g	0	0	0	0
Rhox4f	0	0	0	0
Rhox4a	0	0	0	1
Rhox4c	0	0	0	0
Rhox4b	0	0	0	0
Kcp	0	0	0	0
4930449E01Rik	0	0	0	0
Nudt8	154	263	297	374
4930413E15Rik	0	0	0	0
Nhlrc2	1175	1029	1227	1463
4930592A05Rik	0	0	0	0
Nhlrc1	33	43	16	45
Gcn1l1	4416	5018	4531	5075
Ces4a	0	0	0	0
Tirap	513	428	344	349
Eml2	166	150	266	197
Eml3	2534	2366	2477	3193
Eml1	0	0	0	31
Eml6	12	22	23	11
4931420L22Rik	0	0	0	0
Eml4	4680	5029	4822	4869
Eml5	676	792	959	1001
0610010B08Rik	0	0	0	1
Mir1258	0	0	0	1
Mir1251	0	0	0	0
Gm14635	0	0	0	0
Safb	3623	4534	3134	4768
4930515G01Rik	46	49	45	30
Proser1	554	462	578	812
Proser2	0	0	0	0
Proser3	81	89	154	135
C2cd3	3139	2807	3306	3698
C2cd2	735	604	990	845
Gm9833	9	22	30	23
Emilin3	0	0	0	0
Emilin2	14	102	163	308
C2cd5	2789	2475	2317	2269
Plekhj1	1717	1740	1872	2298
Gm9839	0	0	0	9
Clk2-scamp3	4	0	1	1
Elf1	11019	11068	10974	11029
D830030K20Rik	0	0	0	0
Elf2	2020	1886	2141	2351
Elf5	0	0	0	0
Elf4	8210	8243	8110	9604
Ppt1	3278	3147	3546	3377
Ppt2	543	610	471	596
Sfr1	2541	3335	3269	3234
LOC664787	0	0	0	0
AA792892	2	0	0	0
LOC100862015	0	0	0	0
Dad1	4847	5228	5112	6442
Gdf9	0	0	1	6
Olfr1318	0	0	0	0
Gdf3	0	0	0	14
Olfr1317	0	0	0	0
Gdf1	0	0	0	0
Olfr1312	0	0	0	0
Gdf6	0	0	0	0
Olfr1310	0	0	0	0
Olfr1311	0	0	0	0
Procr	0	0	0	0
Rtkn2	5	0	3	3
Rrm2b	1702	1865	1571	1961
Nfxl1	394	616	418	426
Ythdf3	6120	6057	6834	6113
9330199G10Rik	0	0	1	0
3110079O15Rik	0	0	0	0
Mir6973b	0	0	0	0
Mir6973a	15	22	23	24
Cdrt4os1	0	0	0	0
Mir666	0	0	0	0
Mir667	0	0	0	0
Mir664	0	0	0	0
Mir665	0	0	0	0
Bcorl1	98	168	164	98
Mir668	0	0	0	0
Fam92a	405	342	509	586
Padi3	0	0	0	0
Padi2	4485	5203	5076	6311
Hrh2	640	616	589	486
Padi4	0	0	1	4
Padi6	0	0	0	5
Fdps	523	537	545	620
1700017N19Rik	0	0	2	3
Tgs1	1811	1836	2007	2178
Cnot6l	6787	7442	6680	6761
Supt4a	2435	2622	2391	3029
1700102H20Rik	4	2	6	3
4930500F04Rik	0	0	0	0
Metap1	868	687	750	1233
Dmrtc1c2	0	0	0	0
Dmrtc1c1	0	0	0	0
Uts2	0	0	0	0
Neat1	1397	1207	1988	1027
Ankrd35	14	0	6	0
Ankrd36	0	0	2	0
Ankrd37	62	69	82	142
Ankrd32	971	971	800	852
Ankrd33	0	0	0	0
Ankrd39	569	488	701	575
Gm16617	0	0	0	0
Rnf130	915	834	982	1318
Rnf133	0	0	0	0
Rnf135	225	247	367	481
Rnf138	4737	5713	4898	5913
Rnf139	2355	3112	2499	3162
Pck2	219	281	319	323
Pck1	0	0	0	0
1700061F12Rik	0	0	0	0
Gm10619	0	0	0	0
Epx	7	17	16	7
Ctcfl	0	1	0	1
Zfp266	5142	4160	4616	4729
Zfp263	3459	4338	4116	4116
Zfp260	1899	1932	1933	2216
4931408D14Rik	2	21	6	6
Mir219c	0	0	0	0
Mir219b	0	0	0	0
Apold1	0	0	37	15
Frg1	2840	3382	2917	3567
Olfr512	0	0	4	0
Olfr513	0	0	0	0
Olfr510	0	0	0	0
Olfr516	0	0	0	0
Olfr517	0	0	0	0
Mpv17l2	1004	894	1019	1241
Ocel1	152	239	195	241
Olfr518	0	0	0	0
Olfr519	0	0	0	0
Clec12a	10	0	11	19
Eda2r	0	0	1	0
Asz1	0	0	2	0
Batf	690	744	927	979
Cldn3	0	0	0	0
Guf1	1010	1092	1422	1390
Cep131	98	76	60	114
Cep135	534	412	499	601
Arrb2	2052	2586	2486	3012
Arrb1	741	722	869	609
Hlf	20	41	20	52
Grip1os2	0	0	0	0
Gm12505	0	0	1	0
Gm12504	7	12	9	14
Pnpo	1136	1526	1412	1424
Tctex1d1	0	1	1	4
Pyy	0	0	0	0
Cnot11	1107	1040	1243	1232
Clec4n	4	0	0	14
Pnp2	0	0	0	12
1700019G24Rik	0	0	0	0
Cnot10	1159	1613	1326	1277
Ap2a1	1818	1706	1973	1976
Ap2a2	2243	3101	2429	3033
Klhdc4	1007	850	877	1013
Klhdc2	1312	1589	1383	1734
Klhdc3	1095	1768	1739	1481
Klhdc1	643	574	483	791
Eda	0	0	1	0
Clec4f	5	0	0	0
1700086L19Rik	0	0	0	0
Ccer1	0	0	0	0
Mga	3614	3649	3558	4184
6820408C15Rik	0	4	0	0
Mgp	0	0	4	0
Gm13363	0	0	0	0
Mrgbp	461	349	517	600
Snora81	30	67	52	37
4930519F24Rik	0	0	0	0
Smc1a	5853	6199	5709	6395
Smc1b	4	1	1	1
Slmap	3252	3115	2782	3211
Actl11	0	0	0	0
Actl10	0	0	0	0
Gm5725	0	0	0	0
Gm5726	0	0	0	0
Gm5728	0	0	0	0
Fam173b	358	432	272	421
Adh6-ps1	0	0	0	0
Fam173a	1243	1110	1486	1764
Alg10b	121	197	140	161
Phf8	2532	2639	3052	3114
Phf6	2834	3273	3251	3318
Phf7	524	621	613	588
Phf2	1396	1535	1685	1892
Phf3	2720	3214	2507	3146
Phf1	1293	1157	1228	1554
Ptrhd1	109	116	138	209
Aknad1	0	0	0	0
Sema4d	12304	13602	14579	18562
Pla2g12b	4	0	0	0
Pla2g12a	261	295	286	448
Mir669p-1	0	0	0	0
Gm3893	0	0	0	0
Ghrhr	0	0	2	0
4933402J15Rik	0	0	0	0
Pdia6	4835	4610	4625	5175
Pdia5	1	0	5	0
Pdia4	7586	8496	7156	9262
Pdia3	24619	24149	23887	30421
Pdia2	0	0	1	0
Tmem119	0	0	0	0
Zfa-ps	3	0	4	1
Tmem110	926	764	1033	889
Gm3763	0	0	2	0
Tmem114	0	0	0	0
Tmem115	1750	1939	2159	2188
Tmem116	9	0	24	12
Tmem117	0	0	0	0
Spata13	18710	20856	17874	22275
Spata17	0	0	0	0
Spata16	0	1	0	1
Sft2d3	165	212	244	187
Sft2d2	2177	2640	2861	2749
Sft2d1	1555	1692	1649	1833
Spata18	0	0	0	0
Fcer1g	27	16	35	119
Fcer1a	0	0	0	0
Hist1h3b	0	0	0	0
1700009J07Rik	0	0	0	0
Hist1h3a	3	0	1	2
Hist1h3f	14	4	0	11
Hist1h3g	0	0	0	0
Hist1h3d	5	0	0	5
Kprp	0	2	0	0
Hist1h3h	0	0	0	0
Hist1h3i	0	0	1	0
Lemd3	1064	1376	1079	1510
Lemd2	1960	2204	2135	1984
Lemd1	0	0	0	0
Slc9a4	0	0	0	0
Phtf2	676	631	645	814
Ptpn20	0	0	0	0
Capn7	3107	3026	3448	3498
Capn6	0	0	0	0
Capn5	0	24	0	25
Slc9a7	1509	1521	1300	1822
Capn3	80	61	44	101
Capn2	8682	6479	8605	8712
Gm8989	0	0	0	0
Gm2381	0	0	0	0
Cyp2b23	0	0	0	0
Capn8	0	0	0	0
4931406H21Rik	964	705	1142	837
Tas2r130	0	0	0	0
Tas2r131	0	0	0	0
Tas2r134	0	0	0	0
Tas2r135	0	9	0	4
Tas2r136	0	0	0	0
Tas2r137	0	0	0	0
Tas2r138	0	0	0	0
Tas2r139	0	7	10	0
Gm14496	0	0	5	7
Chac2	209	158	135	176
Chac1	0	0	0	0
Gm8677	0	0	0	0
Nkx2-2os	0	0	0	0
Mir3073b	0	0	0	0
Oacyl	0	0	0	0
Cldn34-ps	0	0	0	0
Zrsr1	114	79	120	148
C030029H02Rik	0	0	0	0
Spdl1	38	32	83	61
Tesc	284	202	401	334
Gtf3a	375	521	582	640
Gmpr2	946	1031	1001	813
Aanat	0	0	1	3
Dyx1c1	83	112	100	197
Dpyd	0	0	0	0
Serf1	6	12	12	22
Serf2	2115	2147	2184	2387
Gm28979	0	0	0	1
Dpys	0	0	10	0
Hsfy2	0	8	0	0
Gdap1l1	0	0	0	0
Smim10l1	906	1212	945	1220
A630023A22Rik	0	0	0	0
Rgag1	0	0	0	0
Cd160	3048	3186	3120	4280
Cd163	0	0	6	29
Cd164	13516	14583	13610	16546
Srp9	1790	1963	2285	2344
A930002C04Rik	0	0	9	1
2810454H06Rik	43	30	24	27
Uqcc2	862	904	1026	1215
A1bg	0	0	0	0
Srpr	5770	5974	6117	5614
Srpx	0	0	0	0
Gm10451	34	8	44	37
Dsel	87	91	29	31
Gigyf1	744	775	810	1013
Gigyf2	1670	1982	1800	2305
Rpp21	983	980	1112	1175
Rnf39	17	33	25	39
Rpp25	0	0	0	0
Myo9b	7390	8576	8773	9574
Myo9a	721	863	964	756
Rnf32	0	12	27	21
4933427G17Rik	0	0	2	6
Ankrd11	10200	9956	11483	11193
Esrrg	0	0	0	0
Esrra	557	363	555	657
Esrrb	0	0	0	0
1700017L05Rik	0	0	0	0
1700018A04Rik	0	0	0	0
9530059O14Rik	0	0	0	0
Ywhaq	9050	8769	8738	9413
Col9a2	0	0	0	0
Mir1192	0	0	0	0
Mir1193	0	0	0	0
Mir1190	4	6	2	3
Mir1191	3	2	5	3
Mir1197	0	0	0	0
Mir1195	0	0	0	0
Mir1198	0	0	3	0
Mir1199	0	0	0	0
Gpr3	0	0	0	0
Gpr1	0	0	0	0
Gpr6	0	0	0	0
Gpr4	6	6	0	13
Zfp750	3	30	68	35
Csf3r	0	1	7	107
Arhgap20os	0	0	0	0
Tfb2m	296	378	386	274
Ywhab	12194	13919	12051	14326
Ywhag	2163	2427	2064	2809
Erp44	2475	3589	3005	3430
Fyttd1	1287	1239	1481	1268
C230014O12Rik	0	0	0	0
Coil	439	557	368	599
Praf2	688	758	707	791
Aarsd1	773	799	883	1075
Olfr175-ps1	0	0	0	12
Col23a1	78	20	156	83
Gm13051	128	185	144	144
2410004I01Rik	0	0	0	0
Osr1	0	0	0	0
Osr2	0	2	14	0
Srp54a	29	27	45	56
Srp54b	2	3	2	1
Srp54c	0	0	0	0
Slc22a23	57	42	32	66
Nrep	0	0	0	0
Slc28a3	0	1	3	0
Slc22a20	0	0	0	0
Npy4r	0	0	0	0
Fndc9	18	11	10	58
Fndc4	0	0	0	0
Fndc5	0	0	4	1
Fndc7	0	0	1	0
Fndc1	0	0	0	0
Gm15867	0	0	0	0
Hnf4aos	0	0	0	0
Col24a1	0	0	0	0
1700026L06Rik	15	7	29	26
Bsph2	0	0	0	0
Bsph1	0	0	0	0
Mir433	0	0	0	0
Mir432	0	0	0	0
Mir431	0	0	0	0
Mir434	0	0	0	0
Mir1941	0	0	0	0
Mir1943	0	0	0	0
Mir1942	0	0	0	0
Mir1945	0	1	0	0
Spata5l1	232	300	334	468
Mir1947	0	0	0	0
Mir1949	20	31	22	22
Mir1948	1	0	3	0
Folr1	0	0	0	0
Folr2	2	4	0	1
Flad1	1459	1384	1785	1730
Wee2	3	0	7	3
Wee1	361	246	579	610
4833427F10Rik	0	0	0	0
Olfr497	0	0	0	0
Olfr495	0	0	0	0
Olfr494	0	0	0	0
Olfr493	0	0	0	0
Olfr492	0	0	0	0
Olfr491	0	0	0	0
Olfr490	0	0	0	0
Nrg3os	0	0	7	0
Olfr498	0	0	0	0
Oog4	0	0	0	2
Oog3	0	0	0	0
Oog2	0	0	0	0
Oog1	0	0	0	0
Cahm	20	14	10	40
Det1	924	1004	995	1045
Ndufs1	2630	2686	2821	2813
Ndufs2	2727	2536	2829	3375
Ndufs3	1339	1523	1707	1800
Ndufs4	1250	1209	1469	1884
Ndufs5	0	0	0	0
Ndufs6	741	665	725	1006
Ndufs7	2089	2043	2227	2627
Ndufs8	1690	1843	1802	2485
Meox1	0	0	0	0
Meox2	0	0	0	0
1190003K10Rik	0	0	0	0
Olfr720	0	0	8	0
Olfr723	0	0	0	0
Olfr722	2	0	0	0
Olfr725	0	0	0	0
Olfr724	0	0	0	0
Gcnt4	0	0	1	0
Olfr726	0	0	6	0
Olfr729	2	0	0	0
Olfr728	0	0	0	0
Bmyc	354	370	385	308
Rc3h2	2864	3134	3100	3121
Sh3glb2	1251	1174	1505	1666
Gm7714	0	0	2	0
A230056J06Rik	0	16	0	0
Lrrc27	53	49	45	39
Lrrc26	0	0	0	0
Lrrc25	1	0	0	4
Lrrc24	28	40	20	50
Lrrc23	105	40	59	42
Clptm1	4924	5119	5720	5776
1700112E06Rik	0	0	0	0
Lrrc20	391	485	447	385
Mvb12b	156	164	158	203
Mvb12a	934	885	1174	1284
Lrrc29	77	19	97	162
Lrrc28	404	374	635	618
Gas2l1	52	33	32	16
Gas2l3	5	18	68	25
Gas2l2	0	0	0	0
Rab11fip4os1	1	0	13	1
Rab11fip4os2	0	2	1	2
Vmn2r67	0	0	0	0
Ang4	0	0	0	1
Ang5	0	0	0	0
Ang6	0	0	0	0
Ang2	0	0	0	0
Ang3	0	0	0	0
A630033H20Rik	301	416	388	238
Rin1	0	1	0	0
Rin3	2696	3144	2911	3276
Rin2	0	0	25	11
Fam73a	690	887	685	504
Fam73b	221	234	170	202
Ptdss1	2277	2367	2741	2668
Ptdss2	268	407	195	318
C1galt1c1	547	483	351	578
Gcnt3	4	0	4	0
Cdc5l	2193	2044	2456	2922
Fam90a1a	0	0	2	0
Gm6040	0	0	0	0
Gm6042	0	0	0	0
Rinl	5832	5637	5793	6633
Fam120aos	391	574	623	601
Ptrh2	342	389	437	638
Ptrh1	31	44	38	80
4930486I03Rik	1	0	0	0
DQ267101	3	0	3	0
DQ267100	0	0	7	0
DQ267102	0	0	0	0
Gulp1	0	0	0	0
Zcchc24	178	128	14	141
Olfr75-ps1	0	0	0	0
A330049N07Rik	0	0	0	0
Cib2	0	4	0	0
Dnajb9	391	442	502	469
Dnajb8	0	0	0	0
Sgms2	0	1	0	30
Dnajb3	0	0	0	0
Dnajb2	394	684	277	362
Dnajb1	3170	3144	2990	3865
Dnajb7	89	85	94	54
Dnajb6	2272	2382	2345	2703
Cdr2l	18	1	85	95
Dnajb4	378	287	504	514
4930544D05Rik	0	5	30	17
Xrcc1	1004	971	988	1099
Xrcc3	126	220	211	202
Xrcc2	268	400	181	296
Xrcc5	942	827	795	1085
Xrcc4	484	371	560	626
Xrcc6	1369	1704	1749	1812
Camsap2	1422	2048	1564	1189
Camsap3	0	0	0	0
Camsap1	1067	1212	938	1031
Gm12718	5	0	0	0
Mfsd7c	37	49	58	37
Amot	0	4	1	0
Rpl23a	4821	5699	4758	7112
Srp68	3761	4208	4488	4514
Fam205c	0	0	0	0
Acad12	71	110	21	37
BC021614	426	506	678	912
Acad10	198	228	251	343
Acad11	273	423	289	540
Mir9-1	0	0	0	0
Mir9-2	0	0	0	0
Mir9-3	0	0	0	0
Ctgf	0	0	0	0
9530020I12Rik	0	0	0	1
Pusl1	403	429	374	641
7420701I03Rik	0	0	0	0
Cort	0	0	0	0
Mccc2	343	484	334	696
Mccc1	719	740	814	649
Gm13446	0	0	0	0
Gm21312	0	0	0	0
2310069B03Rik	0	0	0	0
Gm21319	1	1	2	0
Habp4	966	1124	1175	1267
Spata9	1	1	14	1
Habp2	0	0	0	3
Spata3	0	2	0	0
Spata2	1154	1411	1472	1496
Spata1	105	88	144	110
Spata7	3	9	12	6
Spata6	1030	998	1265	1259
Spata5	1243	1383	1742	1932
Spata4	0	0	0	0
BC065397	72	40	66	120
Rab3ip	804	1105	880	1154
Mug-ps1	0	0	0	0
2310005E17Rik	0	0	0	0
Cox18	530	483	599	499
Cox19	383	405	394	489
Ssr2	1957	2014	2225	2585
Ssr3	3659	3780	3699	4586
Ssr4	1263	1269	1462	1745
Focad	2105	2225	2042	2390
Cox10	731	984	978	960
Cox11	617	759	807	823
Snord4a	6	8	11	2
Mir26a-1	0	0	0	0
Cox14	1074	1076	1183	1586
Cox15	1328	1454	1571	1777
Tyr	0	0	0	0
Cox17	1431	1323	1487	1779
Olfr1164	0	0	0	0
Olfr1167	0	0	0	0
Olfr1166	0	0	0	0
Olfr1161	0	0	0	0
Olfr1160	0	0	0	0
Olfr1163	0	0	0	0
Olfr1162	0	0	0	0
Olfr1168	0	0	0	0
Etfdh	1428	1903	1610	1975
Pfkp	9914	10815	9517	13800
Pfkm	79	161	186	207
Pfkl	3081	3434	3014	3655
Cdadc1	1155	1842	1392	1459
Dysf	0	0	0	0
4933412E12Rik	115	134	229	305
Snord43	10	6	0	6
Snord47	15	29	28	27
Nomo1	2180	1986	1929	2055
Cnga1	150	235	106	226
Cnga2	0	0	0	0
Cnga3	0	0	0	0
Cnga4	0	0	0	2
Leap2	8	11	15	19
Tmem67	45	43	136	36
Msh2	4075	4335	3793	4292
Msh3	1018	1004	1449	1241
Msh4	0	16	1	8
Msh5	0	19	11	1
Msh6	1265	1554	1691	1671
Arhgap15os	10	8	20	9
Mapkapk5	654	675	1020	945
Mapkapk3	3485	2706	3328	3969
Mapkapk2	1679	1668	1841	2295
Kifc5b	18	27	60	22
Anxa1	2831	2171	3571	3118
Ppp1r3f	173	105	131	79
Anxa3	0	6	0	3
Ppp1r3d	0	0	0	0
Anxa5	2923	3058	2980	3608
Smchd1	7742	7199	8223	8676
Ppp1r3a	0	0	0	0
Anxa6	36758	36140	37098	39927
Anxa9	78	48	82	22
Anxa8	0	0	0	0
Vmn1r85	1	0	0	0
Vmn1r84	0	0	0	0
Vmn1r87	0	0	0	0
Vmn1r86	0	0	0	0
Vmn1r81	0	0	0	0
Zc3h14	4248	5063	4379	4639
Vmn1r83	0	0	0	0
Vmn1r82	0	0	0	0
Gramd1c	362	255	323	315
Zc3h18	2143	2104	2446	2717
Gramd1a	4890	5529	5131	5186
Vmn1r89	0	0	0	0
Vmn1r88	0	0	0	0
Mir362	0	0	0	0
Bbip1	955	995	896	1030
Mir361	1	0	0	0
Bax	2735	2408	3290	3119
Bad	376	334	390	548
Mir367	0	0	0	0
Toe1	693	684	825	781
Nipsnap1	870	885	955	1132
Plin2	559	694	620	573
Ppp1r37	412	359	463	385
Ppp1r36	0	0	0	0
Ppp1r35	299	267	290	382
Ppp1r32	6	3	2	0
Plin1	0	0	0	0
Vmn1r143	0	0	0	0
A830010M20Rik	164	66	100	162
Naip5	18	53	49	85
Naip7	0	0	0	0
Naip6	1	0	0	4
Naip1	0	0	1	9
Naip2	423	553	655	902
D930032P07Rik	1	0	4	0
Pmp2	0	0	1	0
Plcz1	0	0	1	0
Mirg	0	0	0	1
Gm2022	0	0	0	0
Mira	0	0	0	0
BC005561	1209	1101	917	826
Cpa1	0	0	0	0
Zfp939	31	39	24	16
Cct6a	6701	8682	8073	9232
Pstpip1	2008	1965	2087	2334
Cct6b	22	4	8	29
Haao	962	1008	1305	1676
Paip2	8151	9536	7659	9453
Paip1	624	689	736	656
Samt4	0	0	0	0
Gm21637	0	0	0	0
Samt2	0	0	0	0
Samt3	0	0	0	9
Mir23a	1	1	3	2
Cpa4	0	0	0	0
Mir23b	0	0	0	0
Tmem9b	6475	7423	6212	7613
Slx	0	0	0	0
Sly	0	0	0	0
D630029K05Rik	0	8	12	2
4833439L19Rik	2630	3016	2881	3034
Sln	0	0	0	0
Slk	3989	4435	4163	4991
Sla	10539	11528	11972	12994
Chd4	3865	3984	4395	4734
Tmem98	0	0	0	0
Zc3h7a	4355	4713	5563	4810
Tmem92	0	0	0	0
Tmem91	81	79	78	43
Tmem97	217	347	218	309
Tmem95	0	0	0	2
Gm1045	1	0	0	0
4930591E09Rik	0	0	0	0
Fpr1	0	0	0	5
Fpr2	0	6	0	0
Fpr3	0	0	0	0
Gm609	0	0	0	0
Mefv	0	0	13	0
Gm694	0	0	0	0
Dcaf8	4390	4657	5894	6004
Fam43a	0	2	0	0
Scn8a	0	0	0	0
Araf	2746	2983	2976	3584
Nucks1	4653	5547	5517	5700
Atm	3275	3062	3750	3475
Atr	1860	1600	2311	3150
Gjb1	0	0	0	0
Gjb3	0	0	0	0
Gjb2	0	0	1	0
Gjb5	0	0	0	0
Gjb4	0	0	0	0
Gjb6	0	0	0	2
Abcf3	1924	2681	2506	2647
Abcf2	3205	4075	4240	4146
Abcf1	5178	5957	5747	6649
Blmh	1985	2548	2414	2687
Tdp1	868	800	575	715
Tdp2	1135	1065	1140	905
2810410L24Rik	0	0	0	0
Pam16	139	115	184	152
Rph3a	0	0	0	0
Gabrr1	0	0	0	1
Gabrr2	7	0	2	4
Gabrr3	0	0	0	0
4930584F24Rik	0	0	0	0
4921525O09Rik	29	0	0	32
Stat6	12531	13636	11580	12799
Stat4	12171	12342	12276	14914
Olfr1408	0	0	0	0
Olfr1406	0	0	0	0
Olfr1404	0	0	0	0
Igf2os	0	0	0	0
Furin	1088	1546	1236	1688
Stat1	11619	13593	20229	26163
Zc3hav1l	149	53	198	71
Nim1k	0	7	33	20
Olfr813	0	0	0	0
Ccl3	178	159	220	236
Olfr811	0	0	0	0
Olfr810	0	0	0	0
Ccl6	119	38	231	167
Olfr816	0	0	5	0
Ccl4	728	669	692	696
Olfr814	0	0	0	0
Klrk1	22448	22323	23099	24761
Olfr819	0	0	0	0
Olfr818	0	0	0	0
4930509J09Rik	0	0	1	0
Prr29	0	0	16	1
Prr27	0	0	0	0
2410021H03Rik	0	0	0	0
Mir218-2	0	0	0	0
Prr22	0	0	2	0
Mir218-1	0	0	0	0
Tecta	3	0	5	0
Gm12159	0	0	0	0
Dus4l	245	226	111	164
9230114K14Rik	26	55	45	43
Cdan1	1128	1186	1379	1138
Wdr55	562	592	700	632
Wdr54	0	4	8	0
Wdr53	248	259	296	284
Pik3ca	3459	3579	3267	2986
Pik3cb	501	475	442	705
6030466F02Rik	0	0	0	0
Pik3cd	19831	21234	21182	28005
Wdr59	328	364	205	420
Pik3cg	4668	4633	4598	5314
Fam63a	1228	1112	1263	1153
Fam63b	3321	3058	2828	3365
Mapkbp1	149	243	283	191
H2afb3	0	0	0	0
H2afb2	0	0	0	0
H2afb1	0	0	0	0
Atxn7l3	1232	1194	1150	1783
Atxn7l2	214	214	366	327
Atxn7l1	1224	1070	1176	1100
1700065L07Rik	0	0	0	0
Tox4	4275	4841	4368	6175
Tox3	0	2	0	0
Tox2	0	0	0	0
Scrn3	440	438	559	634
Scrn2	134	133	113	218
Scrn1	0	0	0	0
Pik3c3	4130	3701	4107	4484
Xlr4c	281	349	436	422
Mc2r	0	0	2	0
Gm13285	0	0	0	0
Gm13287	0	0	0	0
Gm13286	0	0	0	0
Gm13283	0	5	5	0
Gm13289	0	0	0	0
Gm13288	0	0	0	2
